Entity_Name,Borough,borough_geom,borough_code,State,Latitude,Longitude,AED_NumAeds,Location Type,is_mislabeled
"14 East 75th Street, Inc.",Manhattan,MANHATTAN,1.0,New York,40.77401033,-73.96470392,1.0,Businesses & Commercial Spaces,False
Transit Tech Career and Technical Education High School,Brooklyn,BROOKLYN,3.0,New York,40.67826884,-73.87596033,1.0,Public Schools,False
Three World Trade Center,Manhattan,MANHATTAN,1.0,New York,40.71096789,-74.01235777,1.0,Businesses & Commercial Spaces,False
"Estee Lauder Companies, Inc.",Manhattan,MANHATTAN,1.0,New York,40.76401348,-73.97318899,7.0,Businesses & Commercial Spaces,False
Columbia University - Geffen Hall,Manhattan,MANHATTAN,1.0,New York,40.81743021,-73.95856064,1.0,Colleges & Universities,False
David Geffen Hall,Manhattan,MANHATTAN,1.0,New York,40.77245264,-73.9824318,1.0,Performance Venues,False
Goldfarb & Fleece LLP,Manhattan,MANHATTAN,1.0,New York,40.75664358,-73.97226431,1.0,Businesses & Commercial Spaces,False
Con Edison - HazMat Trailer,Queens,QUEENS,4.0,New York,40.74359728,-73.95381782,1.0,Businesses & Commercial Spaces,False
Holiday Inn,Manhattan,MANHATTAN,1.0,New York,40.76842669,-73.98695642,2.0,Businesses & Commercial Spaces,False
Bedford Park Elementary School,Bronx,BRONX,2.0,New York,40.87254479,-73.87537234,1.0,School,False
STEM Institute of Manhattan,Manhattan,MANHATTAN,1.0,New York,40.80168223,-73.95490792,1.0,Public Schools,False
Achievement First Legacy Charter School 10,Queens,QUEENS,4.0,New York,40.68832779,-73.76375686,1.0,School,False
P.S. 011 Kathryn Phelan,Queens,QUEENS,4.0,New York,40.74523633,-73.90871964,1.0,Public Schools,False
SunTrust Banks,Manhattan,MANHATTAN,1.0,New York,40.76193878,-73.97469873,2.0,Businesses & Commercial Spaces,False
"Cravath, Swaine & Moore, LLP",Manhattan,MANHATTAN,1.0,New York,40.76206701,-73.98627542,1.0,Businesses & Commercial Spaces,False
J.H.S. 050 John D. Wells,Brooklyn,BROOKLYN,3.0,New York,40.71169728,-73.96027507,1.0,Public Schools,False
New York City Police Pension Fund,Manhattan,MANHATTAN,1.0,New York,40.71225833,-74.00789239,1.0,Government Buildings & Services,False
Thurgood Marshall Academy for Learning and Social Change,Manhattan,MANHATTAN,1.0,New York,40.81544236,-73.94406035,1.0,School,False
P.S. 246 Poe Center,Bronx,BRONX,2.0,New York,40.86558707,-73.89475715,1.0,Public Schools,False
Marymount School,Manhattan,MANHATTAN,1.0,New York,40.78686455,-73.95120209,1.0,School,False
Fordham University Bronx Location,Bronx,BRONX,2.0,New York,40.86072673616,-73.88953366191,1.0,Colleges & Universities,False
Francis Lewis High School - Annex,Queens,QUEENS,4.0,New York,40.74071593,-73.79282959,1.0,School,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.77324011,-73.98069136,1.0,Businesses & Commercial Spaces,False
I.S. 025 Adrien Block,Queens,QUEENS,4.0,New York,40.76512565,-73.79008196,1.0,Public Schools,False
Garden of Learning and Discovery Pre-K Center at 4197 Third Avenue,Bronx,BRONX,2.0,New York,40.84589251,-73.89657395,1.0,Public Schools,False
Bloomingdale's #153: Upper West Side Outlet,Manhattan,MANHATTAN,1.0,New York,40.77903175,-73.98200399,2.0,Businesses & Commercial Spaces,False
